	tetragrama	Palabra	Aparece en:	OTS	INALI	OTQ	RFE	fon
214	ochi	Xochimilco,	Acolhuacan, Chalco, Xochimilco, b'u̱i ndunthi to'o bri gu̱, bri nja ndunthi ya du.	atsoljuatsan, chaltso, xochimiltso, b'u̱i nduntji to'o bri gu̱, bri nja nduntji ya du.	atsolhuatsan, chaltso, xochimiltso, b'u̱i ndunthi to'o bri gu̱, bri nja ndunthi ya du.	atsolhuatsan, txaltso, xotximiltso, b'u̱i ndunthi to'o bri gu̱, bri nja ndunthi ya du.	acolhuacan, čalco, šočimilco, bʔɨi ndunthi toʔo bri gɨ, bri nkha ndunthi ya du.	at͡solhuat͡san, t͡ʃalt͡so, ʃot͡ʃimilt͡so, bʔɨi ndunthi toʔo bɾi gɨ, bɾi nkha ndunthi ja du.
215	ochi	Xochimilco.	Di gepu̱ ba koi pa nuni ra Xochimilco. Nubu̱ ba tu ya jä'i ya metlatelolco	di gepu̱ ba koi pa nuni ra xochimiltso. nubu̱ ba tu ya jä'i ya metlateloltso	di gepu̱ ba koi pa nuni ra xochimiltso. nubu̱ ba tu ya jä'i ya metlateloltso	di gepu̱ ba koi pa nuni ra xotximiltso. nubu̱ ba tu ya jä'i ya metlateloltso	di gepɨ ba koi pa nuni ra šočimilco. nubɨ ba tu ya khᶏʔi ya metlatelolco	di gepɨ ba koi pa nuni ra ʃot͡ʃimilt͡so. nubɨ ba tu ja khãʔi ja metlatelolt͡so
216	tlac	Mixcoatlailótlac;	Huánitl, ge mra mengu Mixcoatlailótlac; ge'a ra nzu ya nija, Téntil.	juánitl, ge mra mengu mixtsoatlailótlats; ge'a ra nzu ya nija, téntil.	huánitl, ge mra mengu mixtsoatlailótlats; ge'a ra nzu ya nija, téntil.	huánitl, ge mra mengu mixtsoatlailótlats; ge'a ra nzu ya nija, téntil.	huánitl, ge mra mengu mišcoatlailótlac; geʔa ra nzu ya nikha, téntil.	huánitl, ge mɾa mengu miʃt͡soatlailótlat͡s; geʔa ra nzu ja nikha, téntil.
217	tlac	tlacopan	Nu'i ma dada'ihe di adi'ihe gi o̱t'agahe ra ts'u̱tui hange gi o̱t'agihe ri b'e̱go ne ri b'e̱tri. Sti adi'ihe nuya t'u̱ka ts'u̱tui ya t'u̱ka hnini ra tlacopan habu̱ sta munts'ihe ya jä'idi adi nuña mäte ra 11 ra pa ra zänä ra mayo ra je̱ya n'a m'o ku̱t'a nthebe ne ma yoho n'ate ma r'ato.	nu'i ma dada'ije di adi'ije gi o̱t'agaje ra ts'u̱tui jange gi o̱t'agije ri b'e̱go ne ri b'e̱tri. sti adi'ije nuya t'u̱ka ts'u̱tui ya t'u̱ka jnini ra tlatsopan jabu̱ sta munts'ije ya jä'idi adi nuña mäte ra 11 ra pa ra zänä ra mayo ra je̱ya n'a m'o ku̱t'a ntjebe ne ma yojo n'ate ma r'ato.	nu'i ma dada'ihe di adi'ihe gi o̱t'agahe ra ts'u̱tui hange gi o̱t'agihe ri b'e̱go ne ri b'e̱tri. sti adi'ihe nuya t'u̱ka ts'u̱tui ya t'u̱ka hnini ra tlatsopan habu̱ sta munts'ihe ya jä'idi adi nuña mäte ra 11 ra pa ra zänä ra mayo ra je̱ya n'a m'o ku̱t'a nthebe ne ma yoho n'ate ma r'ato.	nu'i ma dada'ihe di adi'ihe gi o̱t'agahe ra ts'u̱tui hange gi o̱t'agihe ri b'e̱go ne ri b'e̱tri. sti adi'ihe nuya t'u̱ka ts'u̱tui ya t'u̱ka hnini ra tlatsopan habu̱ sta munts'ihe ya jä'idi adi nuña mäte ra 11 ra pa ra zänä ra mayo ra je̱ya n'a m'o ku̱t'a nthebe ne ma yoho n'ate ma r'ato.	nuʔi ma dadaʔihe di adiʔihe gi ɔtʔagahe ra cʔɨtui hange gi ɔtʔagihe ri bʔɛgo ne ri bʔɛtri. sti adiʔihe nuya tʔɨka cʔɨtui ya tʔɨka hnini ra tlacopan habɨ sta muncʔihe ya khᶏʔidi adi nuña mᶏte ra 11 ra pa ra zᶏnᶏ ra mayo ra khɛya nʔa mʔo kɨtʔa nthebe ne ma yoho nʔate ma rʔato.	nuʔi ma dadaʔihe di adiʔihe gi ɔtʔagahe ra t͡sʔɨtui hange gi ɔtʔagihe ri bʔɛgo ne ri bʔɛtɾi. sti adiʔihe nuja tʔɨka t͡sʔɨtui ja tʔɨka hnini ra tlat͡sopan habɨ sta munt͡sʔihe ja khãʔidi adi nuɲa mãte ra 11 ra pa ra zãnã ra majo ra khɛja nʔa mʔo kɨtʔa nthebe ne ma joho nʔate ma rʔato.
218	tlac	Petlacalco	nub'u̠ nuni ra Petlacalco ne Mictonco.	nub'u̱ nuni ra petlatsaltso ne mitstontso.	nub'u̱ nuni ra petlatsaltso ne mitstontso.	nub'u̱ nuni ra petlatsaltso ne mitstontso.	nubʔɨ nuni ra petlacalco ne mictonco.	nubʔɨ nuni ra petlat͡salt͡so ne mit͡stont͡so.
219	tlac	Petlacálcatl:	Ra Ts'e̱y'e̱hmu bi xipabi ra ndä b'e̱tri, ra Petlacálcatl:	ra ts'e̱y'e̱jmu bi xipabi ra ndä b'e̱tri, ra petlatsáltsatl:	ra ts'e̱y'e̱hmu bi xipabi ra ndä b'e̱tri, ra petlatsáltsatl:	ra ts'e̱y'e̱hmu bi xipabi ra ndä b'e̱tri, ra petlatsáltsatl:	ra cʔɛyʔɛhmu bi šipabi ra ndᶏ bʔɛtri, ra petlacálcatl:	ra t͡sʔɛjʔɛhmu bi ʃipabi ra ndã bʔɛtɾi, ra petlat͡sált͡satl:
220	tlac	Mixcoatlailótlac.	Ri mäte bi dädi ra Ahuelítoc, ra Mixcoatlailótlac.	ri mäte bi dädi ra ajuelítots, ra mixtsoatlailótlats.	ri mäte bi dädi ra ahuelítots, ra mixtsoatlailótlats.	ri mäte bi dädi ra ahuelítots, ra mixtsoatlailótlats.	ri mᶏte bi dᶏdi ra ahuelítoc, ra mišcoatlailótlac.	ri mãte bi dãdi ra ahuelítot͡s, ra miʃt͡soatlailótlat͡s.
221	tlac	Petlacalco	Xki tso̠hni nuni ra Petlacalco habu̠ mi ja man'a ra ñ'uthe, mpaha bi thogi ko n'a ra r'ani mi zu̠di, ngu ra r'ede nu'a mi ndude dega za.	xki tso̱jni nuni ra petlatsaltso jabu̱ mi ja man'a ra ñ'utje, mpaja bi tjogi ko n'a ra r'ani mi zu̱di, ngu ra r'ede nu'a mi ndude dega za.	xki tso̱hni nuni ra petlatsaltso habu̱ mi ja man'a ra ñ'uthe, mpaha bi thogi ko n'a ra r'ani mi zu̱di, ngu ra r'ede nu'a mi ndude dega za.	xki tso̱hni nuni ra petlatsaltso habu̱ mi ja man'a ra ñ'uthe, mpaha bi thogi ko n'a ra r'ani mi zu̱di, ngu ra r'ede nu'a mi ndude dega za.	ški cɔhni nuni ra petlacalco habɨ mi kha manʔa ra ñʔuthe, mpaha bi thogi ko nʔa ra rʔani mi zɨdi, ngu ra rʔede nuʔa mi ndude dega za.	ʃki t͡sɔhni nuni ra petlat͡salt͡so habɨ mi kha manʔa ra ɲʔuthe, mpaha bi thogi ko nʔa ra rʔani mi zɨdi, ngu ra rʔede nuʔa mi ndude dega za.
222	tlac	Xalatlaco.	Ga ts'im'i ha ma hyodihu̱ nu'a da bängi da the̱he̱ ma dadahu̱, ya bo̱nahmu nu'u̱ b'e̱pi da nt'o̱t'e nuni Tlalpan, Topilco, Totoltepec, Atícpac, Tepetícpac, ne Xalatlaco.	ga ts'im'i ja ma jyodiju̱ nu'a da bängi da tje̱je̱ ma dadaju̱, ya bo̱najmu nu'u̱ b'e̱pi da nt'o̱t'e nuni tlalpan, topiltso, totoltepets, atítspats, tepetítspats, ne xalatlatso.	ga ts'im'i ha ma hyodihu̱ nu'a da bängi da the̱he̱ ma dadahu̱, ya bo̱nahmu nu'u̱ b'e̱pi da nt'o̱t'e nuni tlalpan, topiltso, totoltepets, atítspats, tepetítspats, ne xalatlatso.	ga ts'im'i ha ma hyodihu̱ nu'a da bängi da the̱he̱ ma dadahu̱, ya bo̱nahmu nu'u̱ b'e̱pi da nt'o̱t'e nuni tlalpan, topiltso, totoltepets, atítspats, tepetítspats, ne xalatlatso.	ga cʔimʔi ha ma hyodihɨ nuʔa da bᶏngi da thɛhɛ ma dadahɨ, ya bɔnahmu nuʔɨ bʔɛpi da ntʔɔtʔe nuni tlalpan, topilco, totoltepec, atícpac, tepetícpac, ne šalatlaco.	ga t͡sʔimʔi ha ma hjodihɨ nuʔa da bãngi da thɛhɛ ma dadahɨ, ja bɔnahmu nuʔɨ bʔɛpi da ntʔɔtʔe nuni tlalpan, topilt͡so, totoltepet͡s, atít͡spat͡s, tepetít͡spat͡s, ne ʃalatlat͡so.
223	tlac	Cuetlachcoapan	Ne nu'a ri däme, pu̱ ñ'a'i, nugi ga ma ga tsogi'i nuni Cuetlachcoapan [n'a ra hnini nuni Puebla],	ne nu'a ri däme, pu̱ ñ'a'i, nugi ga ma ga tsogi'i nuni tsuetlachtsoapan [n'a ra jnini nuni puebla],	ne nu'a ri däme, pu̱ ñ'a'i, nugi ga ma ga tsogi'i nuni tsuetlachtsoapan [n'a ra hnini nuni puebla],	ne nu'a ri däme, pu̱ ñ'a'i, nugi ga ma ga tsogi'i nuni tsuetlatxtsoapan [n'a ra hnini nuni puebla],	ne nuʔa ri dᶏme, pɨ ñʔaʔi, nugi ga ma ga cogiʔi nuni cuetlačcoapan [nʔa ra hnini nuni puebla],	ne nuʔa ri dãme, pɨ ɲʔaʔi, nugi ga ma ga t͡sogiʔi nuni t͡suetlat͡ʃt͡soapan [nʔa ra hnini nuni puebla],
224	tlac	Petlacálcatl	Man'a ra pa bi yopa mati ra ndä b'e̱tri ra Petlacálcatl bi xipabi:	man'a ra pa bi yopa mati ra ndä b'e̱tri ra petlatsáltsatl bi xipabi:	man'a ra pa bi yopa mati ra ndä b'e̱tri ra petlatsáltsatl bi xipabi:	man'a ra pa bi yopa mati ra ndä b'e̱tri ra petlatsáltsatl bi xipabi:	manʔa ra pa bi yopa mati ra ndᶏ bʔɛtri ra petlacálcatl bi šipabi:	manʔa ra pa bi jopa mati ra ndã bʔɛtɾi ra petlat͡sált͡satl bi ʃipabi:
225	tlac	Petlacálcatl	Bi hmati ra Petlacálcatl ra dänga b'e̱tri bi xipabi:	bi jmati ra petlatsáltsatl ra dänga b'e̱tri bi xipabi:	bi hmati ra petlatsáltsatl ra dänga b'e̱tri bi xipabi:	bi hmati ra petlatsáltsatl ra dänga b'e̱tri bi xipabi:	bi hmati ra petlacálcatl ra dᶏnga bʔɛtri bi šipabi:	bi hmati ra petlat͡sált͡satl ra dãnga bʔɛtɾi bi ʃipabi:
226	tlac	Petlacálcatl:	ni dige'a nu'a mi ñ'ani inte mi thädi ko ra hämahniä bi xipabia, ra ndä b'e̱tri ra Petlacálcatl:	ni dige'a nu'a mi ñ'ani inte mi tjädi ko ra jämajniä bi xipabia, ra ndä b'e̱tri ra petlatsáltsatl:	ni dige'a nu'a mi ñ'ani inte mi thädi ko ra hämahniä bi xipabia, ra ndä b'e̱tri ra petlatsáltsatl:	ni dige'a nu'a mi ñ'ani inte mi thädi ko ra hämahniä bi xipabia, ra ndä b'e̱tri ra petlatsáltsatl:	ni digeʔa nuʔa mi ñʔani inte mi thᶏdi ko ra hᶏmahniᶏ bi šipabia, ra ndᶏ bʔɛtri ra petlacálcatl:	ni digeʔa nuʔa mi ɲʔani inte mi thãdi ko ra hãmahniã bi ʃipabia, ra ndã bʔɛtɾi ra petlat͡sált͡satl:
227	hual	macehualtin,	Unga ya ngue̱nda te ra ts'omu̱i mi bu̱'i ne mi japi da ntso̱m'i nuya macehualtin, njabu̱ mi thutuabi ya jä'i mi b'u̱i te ma za	unga ya ngue̱nda te ra ts'omu̱i mi bu̱'i ne mi japi da ntso̱m'i nuya matsejualtin, njabu̱ mi tjutuabi ya jä'i mi b'u̱i te ma za	unga ya ngue̱nda te ra ts'omu̱i mi bu̱'i ne mi japi da ntso̱m'i nuya matsehualtin, njabu̱ mi thutuabi ya jä'i mi b'u̱i te ma za	unga ya ngue̱nda te ra ts'omu̱i mi bu̱'i ne mi japi da ntso̱m'i nuya matsehualtin, njabu̱ mi thutuabi ya jä'i mi b'u̱i te ma za	unga ya nguɛnda te ra cʔomɨi mi bɨʔi ne mi khapi da ncɔmʔi nuya macehualtin, nkhabɨ mi thutuabi ya khᶏʔi mi bʔɨi te ma za	unga ja nguɛnda te ra t͡sʔomɨi mi bɨʔi ne mi khapi da nt͡sɔmʔi nuja mat͡sehualtin, nkhabɨ mi thutuabi ja khãʔi mi bʔɨi te ma za
228	hual	Netzahualcoyotl.	Ham'u̱ gatho ya juän'ahmä ge nuua xa ze̱ti ri ñ'ehe dige'a ya noya ya mu̱dimehai ha ra hñä ya ndeznä, nuna thuhu ri uni inga se̱he̱ ra n'atsanoya pa da fädi ra hñämfo̱, ingi ri me̱udi   dige'a ra hmä fu̱oti dige'a nuna ra hñäki ra Netzahualcoyotl. Ne ra Cuauhtémoc.	jam'u̱ gatjo ya juän'ajmä ge nuua xa ze̱ti ri ñ'eje dige'a ya noya ya mu̱dimejai ja ra jñä ya ndeznä, nuna tjuju ri uni inga se̱je̱ ra n'atsanoya pa da fädi ra jñämfo̱, ingi ri me̱udi dige'a ra jmä fu̱oti dige'a nuna ra jñäki ra netzajualtsoyotl. ne ra tsuaujtémots.	ham'u̱ gatho ya juän'ahmä ge nuua xa ze̱ti ri ñ'ehe dige'a ya noya ya mu̱dimehai ha ra hñä ya ndeznä, nuna thuhu ri uni inga se̱he̱ ra n'atsanoya pa da fädi ra hñämfo̱, ingi ri me̱udi dige'a ra hmä fu̱oti dige'a nuna ra hñäki ra netzahualtsoyotl. ne ra tsuauhtémots.	ham'u̱ gatho ya juän'ahmä ge nuua xa ze̱ti ri ñ'ehe dige'a ya noya ya mu̱dimehai ha ra hñä ya ndeznä, nuna thuhu ri uni inga se̱he̱ ra n'atsanoya pa da fädi ra hñämfo̱, ingi ri me̱udi dige'a ra hmä fu̱oti dige'a nuna ra hñäki ra netzahualtsoyotl. ne ra tsuauhtémots.	hamʔɨ gatho ya khuᶏnʔahmᶏ ge nuua ša zɛti ri ñʔehe digeʔa ya noya ya mɨdimehai ha ra hñᶏ ya ndeznᶏ, nuna thuhu ri uni inga sɛhɛ ra nʔacanoya pa da phᶏdi ra hñᶏmphɔ, ingi ri mɛudi digeʔa ra hmᶏ phɨoti digeʔa nuna ra hñᶏki ra netzahualcoyotl. ne ra cuauhtémoc.	hamʔɨ gatho ja khuãnʔahmã ge nuua ʃa zɛti ri ɲʔehe digeʔa ja noja ja mɨdimehai ha ra hɲã ja ndeznã, nuna thuhu ri uni inga sɛhɛ ra nʔat͡sanoja pa da ɸãdi ra hɲãmɸɔ, ingi ri mɛudi digeʔa ra hmã ɸɨoti digeʔa nuna ra hɲãki ra netzahualt͡sojotl. ne ra t͡suauhtémot͡s.
229	hual	Yohualichan.	Mi gu̱t'a ra ñ'u̱ n'a ra makja ge'a mra b'e̱fi mi zu nu'a ra mäka hai mra thuhu ra Yohualichan.	mi gu̱t'a ra ñ'u̱ n'a ra makja ge'a mra b'e̱fi mi zu nu'a ra mäka jai mra tjuju ra yojualichan.	mi gu̱t'a ra ñ'u̱ n'a ra makja ge'a mra b'e̱fi mi zu nu'a ra mäka hai mra thuhu ra yohualichan.	mi gu̱t'a ra ñ'u̱ n'a ra makja ge'a mra b'e̱fi mi zu nu'a ra mäka hai mra thuhu ra yohualitxan.	mi gɨtʔa ra ñʔɨ nʔa ra makkha geʔa mra bʔɛphi mi zu nuʔa ra mᶏka hai mra thuhu ra yohualičan.	mi gɨtʔa ra ɲʔɨ nʔa ra makkha geʔa mɾa bʔɛɸi mi zu nuʔa ra mãka hai mɾa thuhu ra johualit͡ʃan.
230	hual	macehuales,	¿Te ga o̱t'ehu̱ ya macehuales,	¿te ga o̱t'eju̱ ya matsejuales,	¿te ga o̱t'ehu̱ ya matsehuales,	¿te ga o̱t'ehu̱ ya matsehuales,	¿te ga ɔtʔehɨ ya macehuales,	¿te ga ɔtʔehɨ ja mat͡sehuales,
231	hual	Nonohualco	Nub'u̱ xki tso̱pu̱ nuni Nonohualco ebu̱ bi nju̱ui ra ntuhni nuna mabagi bi nja bi tse̱ta ndunthi ra pa. Bri nja ya du.	nub'u̱ xki tso̱pu̱ nuni nonojualtso ebu̱ bi nju̱ui ra ntujni nuna mabagi bi nja bi tse̱ta nduntji ra pa. bri nja ya du.	nub'u̱ xki tso̱pu̱ nuni nonohualtso ebu̱ bi nju̱ui ra ntuhni nuna mabagi bi nja bi tse̱ta ndunthi ra pa. bri nja ya du.	nub'u̱ xki tso̱pu̱ nuni nonohualtso ebu̱ bi nju̱ui ra ntuhni nuna mabagi bi nja bi tse̱ta ndunthi ra pa. bri nja ya du.	nubʔɨ ški cɔpɨ nuni nonohualco ebɨ bi nkhɨui ra ntuhni nuna mabagi bi nkha bi cɛta ndunthi ra pa. bri nkha ya du.	nubʔɨ ʃki t͡sɔpɨ nuni nonohualt͡so ebɨ bi nkhɨui ra ntuhni nuna mabagi bi nkha bi t͡sɛta ndunthi ra pa. bɾi nkha ja du.
232	hual	macehual	t'ena ge ya macehual [ya jä'i b'u̱i ha ra hyoya]	t'ena ge ya matsejual [ya jä'i b'u̱i ja ra jyoya]	t'ena ge ya matsehual [ya jä'i b'u̱i ha ra hyoya]	t'ena ge ya matsehual [ya jä'i b'u̱i ha ra hyoya]	tʔena ge ya macehual [ya khᶏʔi bʔɨi ha ra hyoya]	tʔena ge ja mat͡sehual [ja khãʔi bʔɨi ha ra hjoja]
233	hual	macehuales	ge ya macehuales di hetihu̱	ge ya matsejuales di jetiju̱	ge ya matsehuales di hetihu̱	ge ya matsehuales di hetihu̱	ge ya macehuales di hetihɨ	ge ja mat͡sehuales di hetihɨ
234	hual	Nonohualco,	nehe nuni ra Nonohualco,	neje nuni ra nonojualtso,	nehe nuni ra nonohualtso,	nehe nuni ra nonohualtso,	nehe nuni ra nonohualco,	nehe nuni ra nonohualt͡so,
235	hual	Nonohualco	Nubu̱ ra Pedro Alvarado ba hño̱ts'e ko ra Iliacac (Punta de Alisos) ge mi gohi getbu̱ nuni Nonohualco pe inte bi za bi o̱t'e.	nubu̱ ra pedro alvarado ba jño̱ts'e ko ra iliatsats (punta de alisos) ge mi goji getbu̱ nuni nonojualtso pe inte bi za bi o̱t'e.	nubu̱ ra pedro alvarado ba hño̱ts'e ko ra iliatsats (punta de alisos) ge mi gohi getbu̱ nuni nonohualtso pe inte bi za bi o̱t'e.	nubu̱ ra pedro alvarado ba hño̱ts'e ko ra iliatsats (punta de alisos) ge mi gohi getbu̱ nuni nonohualtso pe inte bi za bi o̱t'e.	nubɨ ra pedro alvarado ba hñɔcʔe ko ra iliacac (punta de alisos) ge mi gohi getbɨ nuni nonohualco pe inte bi za bi ɔtʔe.	nubɨ ra pedɾo alvaɾado ba hɲɔt͡sʔe ko ra iliat͡sat͡s (punta de alisos) ge mi gohi getbɨ nuni nonohualt͡so pe inte bi za bi ɔtʔe.
236	hual	Nonohualco,	Bri ts'its'i ha ya t'u̱ka mätsa pa da tso̱ni ha nubu̱ ra Nonohualco, getbu̱ ra Ngu ra B'o̱ngui (Ayauhcalco).	bri ts'its'i ja ya t'u̱ka mätsa pa da tso̱ni ja nubu̱ ra nonojualtso, getbu̱ ra ngu ra b'o̱ngui (ayaujtsaltso).	bri ts'its'i ha ya t'u̱ka mätsa pa da tso̱ni ha nubu̱ ra nonohualtso, getbu̱ ra ngu ra b'o̱ngui (ayauhtsaltso).	bri ts'its'i ha ya t'u̱ka mätsa pa da tso̱ni ha nubu̱ ra nonohualtso, getbu̱ ra ngu ra b'o̱ngui (ayauhtsaltso).	bri cʔicʔi ha ya tʔɨka mᶏca pa da cɔni ha nubɨ ra nonohualco, getbɨ ra ngu ra bʔɔngui (ayauhcalco).	bɾi t͡sʔit͡sʔi ha ja tʔɨka mãt͡sa pa da t͡sɔni ha nubɨ ra nonohualt͡so, getbɨ ra ngu ra bʔɔngui (ajauht͡salt͡so).
237	hual	Nezahualpilli	Bi hmitsu ra Ts'e̱y'e̱hmu mi nthe̱ui nu'a bi zogi da hmä ra Nezahualpilli	bi jmitsu ra ts'e̱y'e̱jmu mi ntje̱ui nu'a bi zogi da jmä ra nezajualpilli	bi hmitsu ra ts'e̱y'e̱hmu mi nthe̱ui nu'a bi zogi da hmä ra nezahualpilli	bi hmitsu ra ts'e̱y'e̱hmu mi nthe̱ui nu'a bi zogi da hmä ra nezahualpilli	bi hmicu ra cʔɛyʔɛhmu mi nthɛui nuʔa bi zogi da hmᶏ ra nezahualpilli	bi hmit͡su ra t͡sʔɛjʔɛhmu mi nthɛui nuʔa bi zogi da hmã ra nezahualpilli
238	hual	nahuamacehualme	"Joel Martínez Hernández, ""Quesqui nahuamacehualme tiiztoqueh"" en Nahua Macehualpaquilistli, [johya Ndeznä), México, 1983, pp. 4-9"	"joel martínez jernández, ""quesqui najuamatsejualme tiiztoquej"" en najua matsejualpaquilistli, [jojya ndeznä), méxitso, 1983, pp. 4-9"	"joel martínez hernández, ""quesqui nahuamatsehualme tiiztoqueh"" en nahua matsehualpaquilistli, [johya ndeznä), méxitso, 1983, pp. 4-9"	"joel martínez hernández, ""quesqui nahuamatsehualme tiiztoqueh"" en nahua matsehualpaquilistli, [johya ndeznä), méxitso, 1983, pp. 4-9"	"khoel martínez hernández, ""quesqui nahuamacehualme tiiztoqueh"" en nahua macehualpaquilistli, [khohya ndeznᶏ), méšico, 1983, pp. 4-9"	"khoel maɾtínez heɾnández, ""quesqui nahuamat͡sehualme tiiztoqueh"" en nahua mat͡sehualpaquilistli, [khohja ndeznã), méʃit͡so, 1983, pp. 4-9"
239	hual	Aquiyahualcatecuhtli,	Castañeda, ra t'u ra Aquiyahualcatecuhtli, m ra Ndä nuni Tlaxcala.	tsastañeda, ra t'u ra aquiyajualtsatetsujtli, m ra ndä nuni tlaxtsala.	tsastañeda, ra t'u ra aquiyahualtsatetsuhtli, m ra ndä nuni tlaxtsala.	tsastañeda, ra t'u ra aquiyahualtsatetsuhtli, m ra ndä nuni tlaxtsala.	castañeda, ra tʔu ra aquiyahualcatecuhtli, m ra ndᶏ nuni tlašcala.	t͡sastaɲeda, ra tʔu ra aquijahualt͡satet͡suhtli, m ra ndã nuni tlaʃt͡sala.
240	hual	Nezahualcóyotl,	Ra dige'u̱ pädi da ñä xahño ra hñä ya ndeznä. Nehe pädi ra hoga hñä mi ja me̱t'o, mi b'e̱di da tso̱ho̱ ya ñämfo̱ ngu ra Nezahualcóyotl,	ra dige'u̱ pädi da ñä xajño ra jñä ya ndeznä. neje pädi ra joga jñä mi ja me̱t'o, mi b'e̱di da tso̱jo̱ ya ñämfo̱ ngu ra nezajualtsóyotl,	ra dige'u̱ pädi da ñä xahño ra hñä ya ndeznä. nehe pädi ra hoga hñä mi ja me̱t'o, mi b'e̱di da tso̱ho̱ ya ñämfo̱ ngu ra nezahualtsóyotl,	ra dige'u̱ pädi da ñä xahño ra hñä ya ndeznä. nehe pädi ra hoga hñä mi ja me̱t'o, mi b'e̱di da tso̱ho̱ ya ñämfo̱ ngu ra nezahualtsóyotl,	ra digeʔɨ pᶏdi da ñᶏ šahño ra hñᶏ ya ndeznᶏ. nehe pᶏdi ra hoga hñᶏ mi kha mɛtʔo, mi bʔɛdi da cɔhɔ ya ñᶏmphɔ ngu ra nezahualcóyotl,	ra digeʔɨ pãdi da ɲã ʃahɲo ra hɲã ja ndeznã. nehe pãdi ra hoga hɲã mi kha mɛtʔo, mi bʔɛdi da t͡sɔhɔ ja ɲãmɸɔ ngu ra nezahualt͡sójotl,
241	hual	macehual	Nuna jä'i inbi tsa bi thädi majuäni nu'a ra nt'ani. Ingra nge'a nuya pa bi hneki n'a ra hyoya jä'i ra macehual (hombre de pueblo),	nuna jä'i inbi tsa bi tjädi majuäni nu'a ra nt'ani. ingra nge'a nuya pa bi jneki n'a ra jyoya jä'i ra matsejual (jombre de pueblo),	nuna jä'i inbi tsa bi thädi majuäni nu'a ra nt'ani. ingra nge'a nuya pa bi hneki n'a ra hyoya jä'i ra matsehual (hombre de pueblo),	nuna jä'i inbi tsa bi thädi majuäni nu'a ra nt'ani. ingra nge'a nuya pa bi hneki n'a ra hyoya jä'i ra matsehual (hombre de pueblo),	nuna khᶏʔi inbi ca bi thᶏdi makhuᶏni nuʔa ra ntʔani. ingra ngeʔa nuya pa bi hneki nʔa ra hyoya khᶏʔi ra macehual (hombre de pueblo),	nuna khãʔi inbi t͡sa bi thãdi makhuãni nuʔa ra ntʔani. ingɾa ngeʔa nuja pa bi hneki nʔa ra hjoja khãʔi ra mat͡sehual (hombɾe de pueblo),
242	hual	Nonohualco:	Di ge'a nubu̱ bi ma da dat'i pa bi tso̱ho̱ nubu̱ ra Nonohualco: ba kui nubu̱ i ya ñ'emabagi, ni n'a ra mem'onda bi du.	di ge'a nubu̱ bi ma da dat'i pa bi tso̱jo̱ nubu̱ ra nonojualtso: ba kui nubu̱ i ya ñ'emabagi, ni n'a ra mem'onda bi du.	di ge'a nubu̱ bi ma da dat'i pa bi tso̱ho̱ nubu̱ ra nonohualtso: ba kui nubu̱ i ya ñ'emabagi, ni n'a ra mem'onda bi du.	di ge'a nubu̱ bi ma da dat'i pa bi tso̱ho̱ nubu̱ ra nonohualtso: ba kui nubu̱ i ya ñ'emabagi, ni n'a ra mem'onda bi du.	di geʔa nubɨ bi ma da datʔi pa bi cɔhɔ nubɨ ra nonohualco: ba kui nubɨ i ya ñʔemabagi, ni nʔa ra memʔonda bi du.	di geʔa nubɨ bi ma da datʔi pa bi t͡sɔhɔ nubɨ ra nonohualt͡so: ba kui nubɨ i ja ɲʔemabagi, ni nʔa ra memʔonda bi du.
243	hual	Nonohualco,	Nu'a ra hyats'i man'a ra pa, xki tso̱ho̱ nubu̱ yoho ya t'u̱ka mätsa, nu'a ri mu̱di xki tso̱ho̱, ba munts'i gatho ha ya ñäni ya ngu mi ja nuni Nonohualco, ha nuni ba tso̱ho̱, nuni ha ba munts'i.	nu'a ra jyats'i man'a ra pa, xki tso̱jo̱ nubu̱ yojo ya t'u̱ka mätsa, nu'a ri mu̱di xki tso̱jo̱, ba munts'i gatjo ja ya ñäni ya ngu mi ja nuni nonojualtso, ja nuni ba tso̱jo̱, nuni ja ba munts'i.	nu'a ra hyats'i man'a ra pa, xki tso̱ho̱ nubu̱ yoho ya t'u̱ka mätsa, nu'a ri mu̱di xki tso̱ho̱, ba munts'i gatho ha ya ñäni ya ngu mi ja nuni nonohualtso, ha nuni ba tso̱ho̱, nuni ha ba munts'i.	nu'a ra hyats'i man'a ra pa, xki tso̱ho̱ nubu̱ yoho ya t'u̱ka mätsa, nu'a ri mu̱di xki tso̱ho̱, ba munts'i gatho ha ya ñäni ya ngu mi ja nuni nonohualtso, ha nuni ba tso̱ho̱, nuni ha ba munts'i.	nuʔa ra hyacʔi manʔa ra pa, ški cɔhɔ nubɨ yoho ya tʔɨka mᶏca, nuʔa ri mɨdi ški cɔhɔ, ba muncʔi gatho ha ya ñᶏni ya ngu mi kha nuni nonohualco, ha nuni ba cɔhɔ, nuni ha ba muncʔi.	nuʔa ra hjat͡sʔi manʔa ra pa, ʃki t͡sɔhɔ nubɨ joho ja tʔɨka mãt͡sa, nuʔa ri mɨdi ʃki t͡sɔhɔ, ba munt͡sʔi gatho ha ja ɲãni ja ngu mi kha nuni nonohualt͡so, ha nuni ba t͡sɔhɔ, nuni ha ba munt͡sʔi.
