	Palabra	Aparece en:	OTS	INALI	OTQ	RFE	fon
127	johyahu̱,	Num'u̱ di johyahu̱, nkuehu̱, nts'o̱mihu̱, tsuhu ne pa da t'o̱xkähu̱ di hohñu̱ nu ya nt'u̱i xi di 'yoohu̱ (¡!). Nuya da nt'ot'i ko ra dänt'ot ́i 	num'u̱ di jojyaju̱, nkueju̱, nts'o̱miju̱, tsuju ne pa da t'o̱xkäju̱ di jojñu̱ nu ya nt'u̱i xi di 'yooju̱ (¡!). nuya da nt'ot'i ko ra dänt'ot í	num'u̱ di johyahu̱, nkuehu̱, nts'o̱mihu̱, tsuhu ne pa da t'o̱xkähu̱ di hohñu̱ nu ya nt'u̱i xi di 'yoohu̱ (¡!). nuya da nt'ot'i ko ra dänt'ot í	num'u̱ di johyahu̱, nkuehu̱, nts'o̱mihu̱, tsuhu ne pa da t'o̱xkähu̱ di hohñu̱ nu ya nt'u̱i xi di 'yoohu̱ (¡!). nuya da nt'ot'i ko ra dänt'ot í	numʔɨ di khohyahɨ, nkuehɨ, ncʔɔmihɨ, cuhu ne pa da tʔɔškᶏhɨ di hohñɨ nu ya ntʔɨi ši di ʔyoohɨ (¡!). nuya da ntʔotʔi ko ra dᶏntʔot í	numʔɨ di khohjahɨ, nkuehɨ, nt͡sʔɔmihɨ, t͡suhu ne pa da tʔɔʃkãhɨ di hohɲɨ nu ja ntʔɨi ʃi di ʔjoohɨ (¡!). nuja da ntʔotʔi ko ra dãntʔot í
128	¿hanja,	Pe, nu'i ndada nu'i ma t'ek'ei ra makja, nub'u̱ nu'i ingi zugagihe, ¿hanja, nuua, ra hyo di ge'a, ga tsogi nubu̱ [nu'a ma b'e̱hña]?	pe, nu'i ndada nu'i ma t'ek'ei ra makja, nub'u̱ nu'i ingi zugagije, ¿janja, nuua, ra jyo di ge'a, ga tsogi nubu̱ [nu'a ma b'e̱jña]?	pe, nu'i ndada nu'i ma t'ek'ei ra makja, nub'u̱ nu'i ingi zugagihe, ¿hanja, nuua, ra hyo di ge'a, ga tsogi nubu̱ [nu'a ma b'e̱hña]?	pe, nu'i ndada nu'i ma t'ek'ei ra makja, nub'u̱ nu'i ingi zugagihe, ¿hanja, nuua, ra hyo di ge'a, ga tsogi nubu̱ [nu'a ma b'e̱hña]?	pe, nuʔi ndada nuʔi ma tʔekʔei ra makkha, nubʔɨ nuʔi ingi zugagihe, ¿hankha, nuua, ra hyo di geʔa, ga cogi nubɨ [nuʔa ma bʔɛhña]?	pe, nuʔi ndada nuʔi ma tʔekʔei ra makkha, nubʔɨ nuʔi ingi zugagihe, ¿hankha, nuua, ra hjo di geʔa, ga t͡sogi nubɨ [nuʔa ma bʔɛhɲa]?
129	manjuäntho,	Into y'o manjuäntho, into pa ri nektho.	into y'o manjuäntjo, into pa ri nektjo.	into y'o manjuäntho, into pa ri nektho.	into y'o manjuäntho, into pa ri nektho.	into yʔo mankhuᶏntho, into pa ri nektho.	into jʔo mankhuãntho, into pa ri nektho.
130	manjuäntho,	Pe nuya mem'onda xki hyandi ya thogi, nub'u̱ bi unga ra gue̱nda ge ya bo̱zna ya dänga nu̱ni nzafi ne ya nzafi mi pa manjuäntho,	pe nuya mem'onda xki jyandi ya tjogi, nub'u̱ bi unga ra gue̱nda ge ya bo̱zna ya dänga nu̱ni nzafi ne ya nzafi mi pa manjuäntjo,	pe nuya mem'onda xki hyandi ya thogi, nub'u̱ bi unga ra gue̱nda ge ya bo̱zna ya dänga nu̱ni nzafi ne ya nzafi mi pa manjuäntho,	pe nuya mem'onda xki hyandi ya thogi, nub'u̱ bi unga ra gue̱nda ge ya bo̱zna ya dänga nu̱ni nzafi ne ya nzafi mi pa manjuäntho,	pe nuya memʔonda ški hyandi ya thogi, nubʔɨ bi unga ra guɛnda ge ya bɔzna ya dᶏnga nɨni nzaphi ne ya nzaphi mi pa mankhuᶏntho,	pe nuja memʔonda ʃki hjandi ja thogi, nubʔɨ bi unga ra guɛnda ge ja bɔzna ja dãnga nɨni nzaɸi ne ja nzaɸi mi pa mankhuãntho,
131	hyu̱ja,	Into mi ñ'oni, inbi tsa da ñ'o̱nga ya hyu̱ja, nehe ya y'e̱ ni ya ua, into mi tsa da b'e̱ni dega m'e̱mfo, ne into mi tsa da b'e̱ni ndi hyanda mañä, ni da ñ'oni pa da npu̱nts'i ha ya hyo.	into mi ñ'oni, inbi tsa da ñ'o̱nga ya jyu̱ja, neje ya y'e̱ ni ya ua, into mi tsa da b'e̱ni dega m'e̱mfo, ne into mi tsa da b'e̱ni ndi jyanda mañä, ni da ñ'oni pa da npu̱nts'i ja ya jyo.	into mi ñ'oni, inbi tsa da ñ'o̱nga ya hyu̱ja, nehe ya y'e̱ ni ya ua, into mi tsa da b'e̱ni dega m'e̱mfo, ne into mi tsa da b'e̱ni ndi hyanda mañä, ni da ñ'oni pa da npu̱nts'i ha ya hyo.	into mi ñ'oni, inbi tsa da ñ'o̱nga ya hyu̱ja, nehe ya y'e̱ ni ya ua, into mi tsa da b'e̱ni dega m'e̱mfo, ne into mi tsa da b'e̱ni ndi hyanda mañä, ni da ñ'oni pa da npu̱nts'i ha ya hyo.	into mi ñʔoni, inbi ca da ñʔɔnga ya hyɨkha, nehe ya yʔɛ ni ya ua, into mi ca da bʔɛni dega mʔɛmpho, ne into mi ca da bʔɛni ndi hyanda mañᶏ, ni da ñʔoni pa da npɨncʔi ha ya hyo.	into mi ɲʔoni, inbi t͡sa da ɲʔɔnga ja hjɨkha, nehe ja jʔɛ ni ja ua, into mi t͡sa da bʔɛni dega mʔɛmɸo, ne into mi t͡sa da bʔɛni ndi hjanda maɲã, ni da ɲʔoni pa da npɨnt͡sʔi ha ja hjo.
132	makjahe,	Ha nubia di ndäki, di ndändiñähmu, di ma ga ts'u̱tsa'i ri y'e, ga ndäne'i ra nge'a nu'a'i ma makjahe, ra Bartolomé López, nub'u̱ mi njuäni ma b'e̱hña inbi njuäni ha nubu̱ mi xaxi pa da o̱t'a ya tso̱mfen	ja nubia di ndäki, di ndändiñäjmu, di ma ga ts'u̱tsa'i ri y'e, ga ndäne'i ra nge'a nu'a'i ma makjaje, ra bartolomé lópez, nub'u̱ mi njuäni ma b'e̱jña inbi njuäni ja nubu̱ mi xaxi pa da o̱t'a ya tso̱mfen	ha nubia di ndäki, di ndändiñähmu, di ma ga ts'u̱tsa'i ri y'e, ga ndäne'i ra nge'a nu'a'i ma makjahe, ra bartolomé lópez, nub'u̱ mi njuäni ma b'e̱hña inbi njuäni ha nubu̱ mi xaxi pa da o̱t'a ya tso̱mfen	ha nubia di ndäki, di ndändiñähmu, di ma ga ts'u̱tsa'i ri y'e, ga ndäne'i ra nge'a nu'a'i ma makjahe, ra bartolomé lópez, nub'u̱ mi njuäni ma b'e̱hña inbi njuäni ha nubu̱ mi xaxi pa da o̱t'a ya tso̱mfen	ha nubia di ndᶏki, di ndᶏndiñᶏhmu, di ma ga cʔɨcaʔi ri yʔe, ga ndᶏneʔi ra ngeʔa nuʔaʔi ma makkhahe, ra bartolomé lópez, nubʔɨ mi nkhuᶏni ma bʔɛhña inbi nkhuᶏni ha nubɨ mi šaši pa da ɔtʔa ya cɔmphen	ha nubia di ndãki, di ndãndiɲãhmu, di ma ga t͡sʔɨt͡saʔi ri jʔe, ga ndãneʔi ra ngeʔa nuʔaʔi ma makkhahe, ra baɾtolomé lópez, nubʔɨ mi nkhuãni ma bʔɛhɲa inbi nkhuãni ha nubɨ mi ʃaʃi pa da ɔtʔa ja t͡sɔmɸen
133	njoho	Ra nyoho nu'a mi zu ra Tepoztlan; ra nhñu ra me Tizatlan, ra njoho mi ñ'ehe nuni Huehuetlan ne ra nku̱ta mra Dänga Mictlan.	ra nyojo nu'a mi zu ra tepoztlan; ra njñu ra me tizatlan, ra njojo mi ñ'eje nuni juejuetlan ne ra nku̱ta mra dänga mitstlan.	ra nyoho nu'a mi zu ra tepoztlan; ra nhñu ra me tizatlan, ra njoho mi ñ'ehe nuni huehuetlan ne ra nku̱ta mra dänga mitstlan.	ra nyoho nu'a mi zu ra tepoztlan; ra nhñu ra me tizatlan, ra njoho mi ñ'ehe nuni huehuetlan ne ra nku̱ta mra dänga mitstlan.	ra nyoho nuʔa mi zu ra tepoztlan; ra nhñu ra me tizatlan, ra nkhoho mi ñʔehe nuni huehuetlan ne ra nkɨta mra dᶏnga mictlan.	ra njoho nuʔa mi zu ra tepoztlan; ra nhɲu ra me tizatlan, ra nkhoho mi ɲʔehe nuni huehuetlan ne ra nkɨta mɾa dãnga mit͡stlan.
134	juähu̱?	—¿Nguande njabu̱  ga mäu gra juähu̱?	-¿nguande njabu̱ ga mäu gra juäju̱?	-¿nguande njabu̱ ga mäu gra juähu̱?	-¿nguande njabu̱ ga mäu gra juähu̱?	-¿nguande nkhabɨ ga mᶏu gra khuᶏhɨ?	-¿nguande nkhabɨ ga mãu gɾa khuãhɨ?
135	johyathohu̱	tsopu̱hu̱, ge n'a ra ñ'änthi da nja da juati tsopu̱hu̱ da juat'i ya huekate, ga handihu̱ nubia ga johyathohu̱ ko nu'a ra b'emfe̱ni pe̱tsi ne ra hyate hä ge ri hñäts'i ya jä'i ri mpu̱gi dega zi b'e̱hña ngu nuya xabxi dige'u̱ ya xane däme, ge xa nda se̱he̱ dega ntsu.	tsopu̱ju̱, ge n'a ra ñ'äntji da nja da juati tsopu̱ju̱ da juat'i ya juekate, ga jandiju̱ nubia ga jojyatjoju̱ ko nu'a ra b'emfe̱ni pe̱tsi ne ra jyate jä ge ri jñäts'i ya jä'i ri mpu̱gi dega zi b'e̱jña ngu nuya xabxi dige'u̱ ya xane däme, ge xa nda se̱je̱ dega ntsu.	tsopu̱hu̱, ge n'a ra ñ'änthi da nja da juati tsopu̱hu̱ da juat'i ya huekate, ga handihu̱ nubia ga johyathohu̱ ko nu'a ra b'emfe̱ni pe̱tsi ne ra hyate hä ge ri hñäts'i ya jä'i ri mpu̱gi dega zi b'e̱hña ngu nuya xabxi dige'u̱ ya xane däme, ge xa nda se̱he̱ dega ntsu.	tsopu̱hu̱, ge n'a ra ñ'änthi da nja da juati tsopu̱hu̱ da juat'i ya huekate, ga handihu̱ nubia ga johyathohu̱ ko nu'a ra b'emfe̱ni pe̱tsi ne ra hyate hä ge ri hñäts'i ya jä'i ri mpu̱gi dega zi b'e̱hña ngu nuya xabxi dige'u̱ ya xane däme, ge xa nda se̱he̱ dega ntsu.	copɨhɨ, ge nʔa ra ñʔᶏnthi da nkha da khuati copɨhɨ da khuatʔi ya huekate, ga handihɨ nubia ga khohyathohɨ ko nuʔa ra bʔemphɛni pɛci ne ra hyate hᶏ ge ri hñᶏcʔi ya khᶏʔi ri mpɨgi dega zi bʔɛhña ngu nuya šabši digeʔɨ ya šane dᶏme, ge ša nda sɛhɛ dega ncu.	t͡sopɨhɨ, ge nʔa ra ɲʔãnthi da nkha da khuati t͡sopɨhɨ da khuatʔi ja huekate, ga handihɨ nubia ga khohjathohɨ ko nuʔa ra bʔemɸɛni pɛt͡si ne ra hjate hã ge ri hɲãt͡sʔi ja khãʔi ri mpɨgi dega zi bʔɛhɲa ngu nuja ʃabʃi digeʔɨ ja ʃane dãme, ge ʃa nda sɛhɛ dega nt͡su.
136	jondihe,	—Aha, majuäni, gatho gehna da mihihe, gatho da jondihe, gatho da munts'ihe, gatho da gatho bi t'ot'abi n'a ra ñ'udi pe ba thäki nuni ha ra ñ'u̱ ra dehe ya Ue̱ma,	-aja, majuäni, gatjo gejna da mijije, gatjo da jondije, gatjo da munts'ije, gatjo da gatjo bi t'ot'abi n'a ra ñ'udi pe ba tjäki nuni ja ra ñ'u̱ ra deje ya ue̱ma,	-aha, majuäni, gatho gehna da mihihe, gatho da jondihe, gatho da munts'ihe, gatho da gatho bi t'ot'abi n'a ra ñ'udi pe ba thäki nuni ha ra ñ'u̱ ra dehe ya ue̱ma,	-aha, majuäni, gatho gehna da mihihe, gatho da jondihe, gatho da munts'ihe, gatho da gatho bi t'ot'abi n'a ra ñ'udi pe ba thäki nuni ha ra ñ'u̱ ra dehe ya ue̱ma,	-aha, makhuᶏni, gatho gehna da mihihe, gatho da khondihe, gatho da muncʔihe, gatho da gatho bi tʔotʔabi nʔa ra ñʔudi pe ba thᶏki nuni ha ra ñʔɨ ra dehe ya uɛma,	-aha, makhuãni, gatho gehna da mihihe, gatho da khondihe, gatho da munt͡sʔihe, gatho da gatho bi tʔotʔabi nʔa ra ɲʔudi pe ba thãki nuni ha ra ɲʔɨ ra dehe ja uɛma,
137	njot'ihñä	Da thuts'i ya njot'ihñä ( )	da tjuts'i ya njot'ijñä ( )	da thuts'i ya njot'ihñä ( )	da thuts'i ya njot'ihñä ( )	da thucʔi ya nkhotʔihñᶏ ( )	da thut͡sʔi ja nkhotʔihɲã ( )
138	jihni	Nuya tsat'io mi b'et'o, mi gu̱t'a ra ñ'u, mi teni, ya xiñu mi ju̱ts'i pa mañä, xi mi pähä gatho mi handi mi nest'ihi: mi tu̱ta ya jihni	nuya tsat'io mi b'et'o, mi gu̱t'a ra ñ'u, mi teni, ya xiñu mi ju̱ts'i pa mañä, xi mi päjä gatjo mi jandi mi nest'iji: mi tu̱ta ya jijni	nuya tsat'io mi b'et'o, mi gu̱t'a ra ñ'u, mi teni, ya xiñu mi ju̱ts'i pa mañä, xi mi pähä gatho mi handi mi nest'ihi: mi tu̱ta ya jihni	nuya tsat'io mi b'et'o, mi gu̱t'a ra ñ'u, mi teni, ya xiñu mi ju̱ts'i pa mañä, xi mi pähä gatho mi handi mi nest'ihi: mi tu̱ta ya jihni	nuya catʔio mi bʔetʔo, mi gɨtʔa ra ñʔu, mi teni, ya šiñu mi khɨcʔi pa mañᶏ, ši mi pᶏhᶏ gatho mi handi mi nestʔihi: mi tɨta ya khihni	nuja t͡satʔio mi bʔetʔo, mi gɨtʔa ra ɲʔu, mi teni, ja ʃiɲu mi khɨt͡sʔi pa maɲã, ʃi mi pãhã gatho mi handi mi nestʔihi: mi tɨta ja khihni
139	manjuäntho.	Ra ngehna nuna pa bi ma n'a ra ñ'u manjuäntho.	ra ngejna nuna pa bi ma n'a ra ñ'u manjuäntjo.	ra ngehna nuna pa bi ma n'a ra ñ'u manjuäntho.	ra ngehna nuna pa bi ma n'a ra ñ'u manjuäntho.	ra ngehna nuna pa bi ma nʔa ra ñʔu mankhuᶏntho.	ra ngehna nuna pa bi ma nʔa ra ɲʔu mankhuãntho.
140	hyotejä'i,	xa zägi mpaha, nub'u̱ xa njabu̱ xa japabi ma zu ne inte xa t'o̱tuabi nub'u̱ inda japi xa po̱ho̱ bi ya kue̱ ra nge'a ya jä'i xi mra no̱t'e ne mra hyotejä'i,	xa zägi mpaja, nub'u̱ xa njabu̱ xa japabi ma zu ne inte xa t'o̱tuabi nub'u̱ inda japi xa po̱jo̱ bi ya kue̱ ra nge'a ya jä'i xi mra no̱t'e ne mra jyotejä'i,	xa zägi mpaha, nub'u̱ xa njabu̱ xa japabi ma zu ne inte xa t'o̱tuabi nub'u̱ inda japi xa po̱ho̱ bi ya kue̱ ra nge'a ya jä'i xi mra no̱t'e ne mra hyotejä'i,	xa zägi mpaha, nub'u̱ xa njabu̱ xa japabi ma zu ne inte xa t'o̱tuabi nub'u̱ inda japi xa po̱ho̱ bi ya kue̱ ra nge'a ya jä'i xi mra no̱t'e ne mra hyotejä'i,	ša zᶏgi mpaha, nubʔɨ ša nkhabɨ ša khapabi ma zu ne inte ša tʔɔtuabi nubʔɨ inda khapi ša pɔhɔ bi ya kuɛ ra ngeʔa ya khᶏʔi ši mra nɔtʔe ne mra hyotekhᶏʔi,	ʃa zãgi mpaha, nubʔɨ ʃa nkhabɨ ʃa khapabi ma zu ne inte ʃa tʔɔtuabi nubʔɨ inda khapi ʃa pɔhɔ bi ja kuɛ ra ngeʔa ja khãʔi ʃi mɾa nɔtʔe ne mɾa hjotekhãʔi,
141	jut'ihe.	Nub'u sta o̱t'ehe n'a ra dänga ts'oki ha ri thuhu, xka o̱de nu'a ya ndunthi ya ts'ogam'u̱i sta o̱t'ehe, ha ra nge'a nubia di jut'ihe ndunthi xi ra mädi ko ya boja ge akagihe, nubia ma jut'ihe yoto ma iki bi nhñuts'i dige'a ndi jut'ihe ma me̱t'o, nu'a ge ra yoho m'o ndi jut'ihe.	nub'u sta o̱t'eje n'a ra dänga ts'oki ja ri tjuju, xka o̱de nu'a ya nduntji ya ts'ogam'u̱i sta o̱t'eje, ja ra nge'a nubia di jut'ije nduntji xi ra mädi ko ya boja ge akagije, nubia ma jut'ije yoto ma iki bi njñuts'i dige'a ndi jut'ije ma me̱t'o, nu'a ge ra yojo m'o ndi jut'ije.	nub'u sta o̱t'ehe n'a ra dänga ts'oki ha ri thuhu, xka o̱de nu'a ya ndunthi ya ts'ogam'u̱i sta o̱t'ehe, ha ra nge'a nubia di jut'ihe ndunthi xi ra mädi ko ya boja ge akagihe, nubia ma jut'ihe yoto ma iki bi nhñuts'i dige'a ndi jut'ihe ma me̱t'o, nu'a ge ra yoho m'o ndi jut'ihe.	nub'u sta o̱t'ehe n'a ra dänga ts'oki ha ri thuhu, xka o̱de nu'a ya ndunthi ya ts'ogam'u̱i sta o̱t'ehe, ha ra nge'a nubia di jut'ihe ndunthi xi ra mädi ko ya boja ge akagihe, nubia ma jut'ihe yoto ma iki bi nhñuts'i dige'a ndi jut'ihe ma me̱t'o, nu'a ge ra yoho m'o ndi jut'ihe.	nubʔu sta ɔtʔehe nʔa ra dᶏnga cʔoki ha ri thuhu, ška ɔde nuʔa ya ndunthi ya cʔogamʔɨi sta ɔtʔehe, ha ra ngeʔa nubia di khutʔihe ndunthi ši ra mᶏdi ko ya bokha ge akagihe, nubia ma khutʔihe yoto ma iki bi nhñucʔi digeʔa ndi khutʔihe ma mɛtʔo, nuʔa ge ra yoho mʔo ndi khutʔihe.	nubʔu sta ɔtʔehe nʔa ra dãnga t͡sʔoki ha ri thuhu, ʃka ɔde nuʔa ja ndunthi ja t͡sʔogamʔɨi sta ɔtʔehe, ha ra ngeʔa nubia di khutʔihe ndunthi ʃi ra mãdi ko ja bokha ge akagihe, nubia ma khutʔihe joto ma iki bi nhɲut͡sʔi digeʔa ndi khutʔihe ma mɛtʔo, nuʔa ge ra joho mʔo ndi khutʔihe.
142	njamädihe.	—Xa hño, di b'u̠ihe njamädihe.	-xa jño, di b'u̱ije njamädije.	-xa hño, di b'u̱ihe njamädihe.	-xa hño, di b'u̱ihe njamädihe.	-ša hño, di bʔɨihe nkhamᶏdihe.	-ʃa hɲo, di bʔɨihe nkhamãdihe.
143	[johya	"Joel Martínez Hernández, ""Quesqui nahuamacehualme tiiztoqueh"" en Nahua Macehualpaquilistli, [johya Ndeznä), México, 1983, pp. 4-9"	"joel martínez jernández, ""quesqui najuamatsejualme tiiztoquej"" en najua matsejualpaquilistli, [jojya ndeznä), méxitso, 1983, pp. 4-9"	"joel martínez hernández, ""quesqui nahuamatsehualme tiiztoqueh"" en nahua matsehualpaquilistli, [johya ndeznä), méxitso, 1983, pp. 4-9"	"joel martínez hernández, ""quesqui nahuamatsehualme tiiztoqueh"" en nahua matsehualpaquilistli, [johya ndeznä), méxitso, 1983, pp. 4-9"	"khoel martínez hernández, ""quesqui nahuamacehualme tiiztoqueh"" en nahua macehualpaquilistli, [khohya ndeznᶏ), méšico, 1983, pp. 4-9"	"khoel maɾtínez heɾnández, ""quesqui nahuamat͡sehualme tiiztoqueh"" en nahua mat͡sehualpaquilistli, [khohja ndeznã), méʃit͡so, 1983, pp. 4-9"
144	njondahmä.	Ha ya t'u̠ka ze̠ki thuts'i n'a tu̠kitho nuna thogi ge bi huxa ra Fernando Alva Ixtlilxóchitl, nu'a b'e̱tsi ra XIIIi njondahmä.	ja ya t'u̱ka ze̱ki tjuts'i n'a tu̱kitjo nuna tjogi ge bi juxa ra fernando alva ixtlilxóchitl, nu'a b'e̱tsi ra xiiii njondajmä.	ha ya t'u̱ka ze̱ki thuts'i n'a tu̱kitho nuna thogi ge bi huxa ra fernando alva ixtlilxóchitl, nu'a b'e̱tsi ra xiiii njondahmä.	ha ya t'u̱ka ze̱ki thuts'i n'a tu̱kitho nuna thogi ge bi huxa ra fernando alva ixtlilxótxitl, nu'a b'e̱tsi ra xiiii njondahmä.	ha ya tʔɨka zɛki thucʔi nʔa tɨkitho nuna thogi ge bi huša ra phernando alva ištlilšóčitl, nuʔa bʔɛci ra šiiii nkhondahmᶏ.	ha ja tʔɨka zɛki thut͡sʔi nʔa tɨkitho nuna thogi ge bi huʃa ra ɸeɾnando alva iʃtlilʃót͡ʃitl, nuʔa bʔɛt͡si ra ʃiiii nkhondahmã.
145	nzo̱ho̱jä'i	mi mä dega ts'e̱dira hñä tso̱pu da ts'o̱ho̱bu nuya nzo̱ho̱jä'i ga handihu̱ te ma ts'e̱di pe̱tsi, ra nge'a ma ajuä ra Quetzalcohuatl b'u̱i nuua ko ngekagihu̱,	mi mä dega ts'e̱dira jñä tso̱pu da ts'o̱jo̱bu nuya nzo̱jo̱jä'i ga jandiju̱ te ma ts'e̱di pe̱tsi, ra nge'a ma ajuä ra quetzaltsojuatl b'u̱i nuua ko ngekagiju̱,	mi mä dega ts'e̱dira hñä tso̱pu da ts'o̱ho̱bu nuya nzo̱ho̱jä'i ga handihu̱ te ma ts'e̱di pe̱tsi, ra nge'a ma ajuä ra quetzaltsohuatl b'u̱i nuua ko ngekagihu̱,	mi mä dega ts'e̱dira hñä tso̱pu da ts'o̱ho̱bu nuya nzo̱ho̱jä'i ga handihu̱ te ma ts'e̱di pe̱tsi, ra nge'a ma ajuä ra quetzaltsohuatl b'u̱i nuua ko ngekagihu̱,	mi mᶏ dega cʔɛdira hñᶏ cɔpu da cʔɔhɔbu nuya nzɔhɔkhᶏʔi ga handihɨ te ma cʔɛdi pɛci, ra ngeʔa ma akhuᶏ ra quetzalcohuatl bʔɨi nuua ko ngekagihɨ,	mi mã dega t͡sʔɛdiɾa hɲã t͡sɔpu da t͡sʔɔhɔbu nuja nzɔhɔkhãʔi ga handihɨ te ma t͡sʔɛdi pɛt͡si, ra ngeʔa ma akhuã ra quetzalt͡sohuatl bʔɨi nuua ko ngekagihɨ,
146	njueih'u̱.	—Da ts'iua:... ri ñ'ehe ge'a ma njueih'u̱. Da o̱t'ehe ya ñ'o̱te ko ya he̱m'i, ya ñ'o̱t'ehe ko ya ntuts'i. Da o̱ts'e̱ ra b'e̱na noya.	-da ts'iua:... ri ñ'eje ge'a ma njueij'u̱. da o̱t'eje ya ñ'o̱te ko ya je̱m'i, ya ñ'o̱t'eje ko ya ntuts'i. da o̱ts'e̱ ra b'e̱na noya.	-da ts'iua:... ri ñ'ehe ge'a ma njueih'u̱. da o̱t'ehe ya ñ'o̱te ko ya he̱m'i, ya ñ'o̱t'ehe ko ya ntuts'i. da o̱ts'e̱ ra b'e̱na noya.	-da ts'iua:... ri ñ'ehe ge'a ma njueih'u̱. da o̱t'ehe ya ñ'o̱te ko ya he̱m'i, ya ñ'o̱t'ehe ko ya ntuts'i. da o̱ts'e̱ ra b'e̱na noya.	-da cʔiua:... ri ñʔehe geʔa ma nkhueihʔɨ. da ɔtʔehe ya ñʔɔte ko ya hɛmʔi, ya ñʔɔtʔehe ko ya ntucʔi. da ɔcʔɛ ra bʔɛna noya.	-da t͡sʔiua:... ri ɲʔehe geʔa ma nkhueihʔɨ. da ɔtʔehe ja ɲʔɔte ko ja hɛmʔi, ja ɲʔɔtʔehe ko ja ntut͡sʔi. da ɔt͡sʔɛ ra bʔɛna noja.
147	manjuänthä.	Ra nge'a di o̱t'a nuna noya ra ts'u̱tui ne gatho to'o da guat'a ha ma hyohe, nu'u̱ to'o da ne, da me̱tsi n'a ra hoga m'u̱i ne da m'u̱i manjuänthä. Ha nubu̱ xa mabu̱ ma noya ge di pe̱tsi ra tsa, dega hoga jä'i ne dega hogat'o̱t'antuhni	ra nge'a di o̱t'a nuna noya ra ts'u̱tui ne gatjo to'o da guat'a ja ma jyoje, nu'u̱ to'o da ne, da me̱tsi n'a ra joga m'u̱i ne da m'u̱i manjuäntjä. ja nubu̱ xa mabu̱ ma noya ge di pe̱tsi ra tsa, dega joga jä'i ne dega jogat'o̱t'antujni	ra nge'a di o̱t'a nuna noya ra ts'u̱tui ne gatho to'o da guat'a ha ma hyohe, nu'u̱ to'o da ne, da me̱tsi n'a ra hoga m'u̱i ne da m'u̱i manjuänthä. ha nubu̱ xa mabu̱ ma noya ge di pe̱tsi ra tsa, dega hoga jä'i ne dega hogat'o̱t'antuhni	ra nge'a di o̱t'a nuna noya ra ts'u̱tui ne gatho to'o da guat'a ha ma hyohe, nu'u̱ to'o da ne, da me̱tsi n'a ra hoga m'u̱i ne da m'u̱i manjuänthä. ha nubu̱ xa mabu̱ ma noya ge di pe̱tsi ra tsa, dega hoga jä'i ne dega hogat'o̱t'antuhni	ra ngeʔa di ɔtʔa nuna noya ra cʔɨtui ne gatho toʔo da guatʔa ha ma hyohe, nuʔɨ toʔo da ne, da mɛci nʔa ra hoga mʔɨi ne da mʔɨi mankhuᶏnthᶏ. ha nubɨ ša mabɨ ma noya ge di pɛci ra ca, dega hoga khᶏʔi ne dega hogatʔɔtʔantuhni	ra ngeʔa di ɔtʔa nuna noja ra t͡sʔɨtui ne gatho toʔo da guatʔa ha ma hjohe, nuʔɨ toʔo da ne, da mɛt͡si nʔa ra hoga mʔɨi ne da mʔɨi mankhuãnthã. ha nubɨ ʃa mabɨ ma noja ge di pɛt͡si ra t͡sa, dega hoga khãʔi ne dega hogatʔɔtʔantuhni
148	njagihu̱	ha mi tso nde, bi mu̱di bi nja n'a ra hneki ngu njagihu̱ dega jä'i, bi t'ot'e ra b'ai ngu dega jä'i,	ja mi tso nde, bi mu̱di bi nja n'a ra jneki ngu njagiju̱ dega jä'i, bi t'ot'e ra b'ai ngu dega jä'i,	ha mi tso nde, bi mu̱di bi nja n'a ra hneki ngu njagihu̱ dega jä'i, bi t'ot'e ra b'ai ngu dega jä'i,	ha mi tso nde, bi mu̱di bi nja n'a ra hneki ngu njagihu̱ dega jä'i, bi t'ot'e ra b'ai ngu dega jä'i,	ha mi co nde, bi mɨdi bi nkha nʔa ra hneki ngu nkhagihɨ dega khᶏʔi, bi tʔotʔe ra bʔai ngu dega khᶏʔi,	ha mi t͡so nde, bi mɨdi bi nkha nʔa ra hneki ngu nkhagihɨ dega khãʔi, bi tʔotʔe ra bʔai ngu dega khãʔi,
